,번호,캠퍼스,제목,글쓴이,날짜,조회수,링크
0,공지,국제,국내대학간 학점교류 안내(국제캠퍼스 소속 학생 필독),교무처 학사지원과(국제),2015-11-24,12876,https://www.khu.ac.kr/kor/notice/detail.do?seq=104773&page=1&category=CREDIT
1,공지,공통,[필독]국내학점교류 게시판안내,교무처 학사지원과(국제),2014-02-26,10290,https://www.khu.ac.kr/kor/notice/detail.do?seq=100416&page=1&category=CREDIT
2,834,국제,[명지대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-08-19,68,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129785&page=1&category=CREDIT
3,833,국제,[안양대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-08-19,31,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129782&page=1&category=CREDIT
4,832,국제,[한세대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-08-13,47,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129589&page=1&category=CREDIT
5,831,국제,[한국항공대학교] 2019학년도 2학기 경인지역 학점교...,교무처 학사지원과(국제),2019-08-12,81,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129500&page=1&category=CREDIT
6,830,국제,[수원대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-08-09,80,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129437&page=1&category=CREDIT
7,829,국제,2019학년도 2학기 타대학소속 학점교류생 학번 안내 ...,교무처 학사지원과(국제),2019-08-08,142,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129390&page=1&category=CREDIT
8,828,서울,2019학년도 2학기 타대학소속 학점교류생 학번부여 안...,교무처 학사지원과(서울),2019-08-08,211,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129380&page=1&category=CREDIT
9,827,국제,[을지대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-08-08,47,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129372&page=1&category=CREDIT
10,826,국제,[아주대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-08-05,98,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129294&page=2&category=CREDIT
11,825,국제,[대진대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-08-05,48,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129291&page=2&category=CREDIT
12,824,국제,[인천대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-08-05,61,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129288&page=2&category=CREDIT
13,823,국제,[건국대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(국제),2019-07-25,238,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129089&page=2&category=CREDIT
14,822,국제,[상명대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(국제),2019-07-25,78,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129086&page=2&category=CREDIT
15,821,서울,[건국대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(서울),2019-07-25,201,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129082&page=2&category=CREDIT
16,820,서울,[상명대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(서울),2019-07-25,105,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129077&page=2&category=CREDIT
17,819,국제,[가천대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-07-23,71,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129025&page=2&category=CREDIT
18,818,국제,[협성대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-07-23,26,https://www.khu.ac.kr/kor/notice/detail.do?seq=2129022&page=2&category=CREDIT
19,817,서울,[서울시립대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(서울),2019-07-22,293,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128981&page=2&category=CREDIT
20,816,서울,[제주대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(서울),2019-07-22,207,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128975&page=3&category=CREDIT
21,815,서울,[국민대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(서울),2019-07-22,146,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128969&page=3&category=CREDIT
22,814,국제,[평택대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-07-22,89,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128965&page=3&category=CREDIT
23,813,국제,[단국대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-07-22,108,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128962&page=3&category=CREDIT
24,812,국제,[서울시립대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(국제),2019-07-22,86,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128955&page=3&category=CREDIT
25,811,국제,[제주대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(국제),2019-07-22,100,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128951&page=3&category=CREDIT
26,810,국제,[국민대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(국제),2019-07-22,83,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128948&page=3&category=CREDIT
27,809,서울,[숙명여자대학교] 2019학년도 2학기 학점교류 안내(...,교무처 학사지원과(서울),2019-07-19,267,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128922&page=3&category=CREDIT
28,808,서울,[한국교원대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(서울),2019-07-19,71,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128919&page=3&category=CREDIT
29,807,국제,[숙명여자대학교] 2019학년도 2학기 학점교류 안내(...,교무처 학사지원과(국제),2019-07-19,104,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128916&page=3&category=CREDIT
30,806,국제,[한국교원대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(국제),2019-07-19,45,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128913&page=4&category=CREDIT
31,805,서울,[고려대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(서울),2019-07-16,564,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128835&page=4&category=CREDIT
32,804,국제,[가톨릭대학교] 2019학년도 2학기 경인지역 학점교류...,교무처 학사지원과(국제),2019-07-16,73,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128831&page=4&category=CREDIT
33,803,국제,[고려대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(국제),2019-07-16,178,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128826&page=4&category=CREDIT
34,802,서울,[동국대학교(서울)] 2019학년도 2학기 학점교류 안...,교무처 학사지원과(서울),2019-07-15,263,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128819&page=4&category=CREDIT
35,801,서울,[서울과학기술대학교] 2019학년도 2학기 학점교류 안...,교무처 학사지원과(서울),2019-07-15,86,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128815&page=4&category=CREDIT
36,800,국제,[동국대학교(서울)] 2019학년도 2학기 학점교류 안...,교무처 학사지원과(국제),2019-07-15,129,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128812&page=4&category=CREDIT
37,799,국제,[서울과학기술대학교] 2019학년도 2학기 학점교류 안...,교무처 학사지원과(국제),2019-07-15,62,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128809&page=4&category=CREDIT
38,798,국제,[강남대학교] 2019학년도 2학기 경인지역 학점교류 ...,교무처 학사지원과(국제),2019-07-15,87,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128789&page=4&category=CREDIT
39,797,서울,[서울대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(서울),2019-06-25,570,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128301&page=4&category=CREDIT
40,796,국제,[서울대학교] 2019학년도 2학기 학점교류 안내,교무처 학사지원과(국제),2019-06-25,252,https://www.khu.ac.kr/kor/notice/detail.do?seq=2128232&page=5&category=CREDIT
41,795,서울,2019학년도 하계 계절학기 타대학소속 학점교류생 학번...,교무처 학사지원과(서울),2019-05-31,484,https://www.khu.ac.kr/kor/notice/detail.do?seq=2124515&page=5&category=CREDIT
42,794,국제,2019학년도 하계계절학기 타대학소속 학점교류생 학번부...,교무처 학사지원과(국제),2019-05-29,315,https://www.khu.ac.kr/kor/notice/detail.do?seq=2124260&page=5&category=CREDIT
43,793,서울,[동국대학교(경주캠퍼스)] 2019학년도 하계 계절수업...,교무처 학사지원과(서울),2019-05-29,244,https://www.khu.ac.kr/kor/notice/detail.do?seq=2124257&page=5&category=CREDIT
44,792,국제,2019학년도 하계계절학기 동국대학교(경주캠퍼스) 학점...,교무처 학사지원과(국제),2019-05-29,139,https://www.khu.ac.kr/kor/notice/detail.do?seq=2124253&page=5&category=CREDIT
45,791,서울,[상명대학교] 2019학년도 하계 계절수업 학점교류 안...,교무처 학사지원과(서울),2019-05-27,242,https://www.khu.ac.kr/kor/notice/detail.do?seq=2124182&page=5&category=CREDIT
46,790,국제,2019학년도 하계계절학기 상명대학교 학점교류 안내,교무처 학사지원과(국제),2019-05-27,141,https://www.khu.ac.kr/kor/notice/detail.do?seq=2124175&page=5&category=CREDIT
47,789,국제,2019학년도 하계계절학기 단국대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-24,160,https://www.khu.ac.kr/kor/notice/detail.do?seq=2123982&page=5&category=CREDIT
48,788,국제,2019학년도 하계계절학기 안양대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-24,130,https://www.khu.ac.kr/kor/notice/detail.do?seq=2123967&page=5&category=CREDIT
49,787,국제,2019학년도 하계계절학기 대진대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-23,109,https://www.khu.ac.kr/kor/notice/detail.do?seq=2122665&page=5&category=CREDIT
50,786,국제,2019학년도 하계계절학기 한세대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-21,142,https://www.khu.ac.kr/kor/notice/detail.do?seq=2119168&page=6&category=CREDIT
51,785,국제,2019학년도 하계계절학기 평택대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-21,139,https://www.khu.ac.kr/kor/notice/detail.do?seq=2119108&page=6&category=CREDIT
52,784,국제,2019학년도 하계계절학기 수원대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-20,144,https://www.khu.ac.kr/kor/notice/detail.do?seq=2119003&page=6&category=CREDIT
53,783,국제,2019학년도 하계계절학기 협성대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-20,132,https://www.khu.ac.kr/kor/notice/detail.do?seq=2118274&page=6&category=CREDIT
54,782,국제,2019학년도 하계계절학기 인천대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-17,176,https://www.khu.ac.kr/kor/notice/detail.do?seq=2116658&page=6&category=CREDIT
55,781,국제,2019학년도 하계계절학기 아주대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-16,174,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113820&page=6&category=CREDIT
56,780,서울,[서울과학기술대학교] 2019학년도 하계 계절수업 학점...,교무처 학사지원과(서울),2019-05-16,262,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113803&page=6&category=CREDIT
57,779,국제,2019학년도 하계계절학기 서울과학기술대학교 학점교류 ...,교무처 학사지원과(국제),2019-05-16,217,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113800&page=6&category=CREDIT
58,778,국제,2019학년도 하계계절학기 경기대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-14,196,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113728&page=6&category=CREDIT
59,777,국제,2019학년도 하계계절학기 가톨릭대(경인지역) 학점교류...,교무처 학사지원과(국제),2019-05-10,186,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113559&page=6&category=CREDIT
60,776,서울,[한국교원대학교] 2019학년도 하계 계절수업 학점교류...,교무처 학사지원과(서울),2019-05-09,255,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113504&page=7&category=CREDIT
61,775,국제,2019학년도 하계계절학기 한국교원대학교 학점교류 안내...,교무처 학사지원과(국제),2019-05-09,161,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113502&page=7&category=CREDIT
62,774,서울,[국민대학교] 2019학년도 하계 계절수업 학점교류 안...,교무처 학사지원과(서울),2019-05-09,266,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113485&page=7&category=CREDIT
63,773,국제,2019학년도 하계계절학기 국민대학교 학점교류 안내,교무처 학사지원과(국제),2019-05-09,192,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113482&page=7&category=CREDIT
64,772,국제,2019학년도 하계계절학기 강남대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-08,180,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113432&page=7&category=CREDIT
65,771,국제,2019학년도 하계계절학기 동국대학교 학점교류 안내,교무처 학사지원과(국제),2019-05-07,235,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113378&page=7&category=CREDIT
66,770,서울,[동국대학교] 2019학년도 하계 계절수업 학점교류 안...,교무처 학사지원과(서울),2019-05-03,279,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113363&page=7&category=CREDIT
67,769,국제,2019학년도 하계계절학기 중앙대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-05-03,203,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113351&page=7&category=CREDIT
68,768,국제,2019학년도 하계계절학기 한국항공대(경인지역) 학점교...,교무처 학사지원과(국제),2019-05-03,151,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113313&page=7&category=CREDIT
69,767,서울,[건국대학교] 2019학년도 하계 계절수업 학점교류 안...,교무처 학사지원과(서울),2019-04-30,351,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113200&page=7&category=CREDIT
70,766,국제,2019학년도 하계계절학기 건국대학교 학점교류 안내,교무처 학사지원과(국제),2019-04-30,255,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113197&page=8&category=CREDIT
71,765,서울,[숙명여자대학교] 2019학년도 하계 계절수업 학점교류...,교무처 학사지원과(서울),2019-04-29,310,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113148&page=8&category=CREDIT
72,764,국제,2019학년도 하계계절학기 숙명여자대학교 학점교류 안내...,교무처 학사지원과(국제),2019-04-29,267,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113139&page=8&category=CREDIT
73,763,서울,[서울시립대학교] 2019학년도 하계 계절수업 학점교류...,교무처 학사지원과(서울),2019-04-29,375,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113134&page=8&category=CREDIT
74,762,국제,2019학년도 하계계절학기 서울시립대학교 학점교류 안내...,교무처 학사지원과(국제),2019-04-29,263,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113123&page=8&category=CREDIT
75,761,국제,2019학년도 하계게절학기 가천대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-04-29,291,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113119&page=8&category=CREDIT
76,760,서울,[제주대학교] 2019학년도 하계 계절수업 학점교류 안...,교무처 학사지원과(서울),2019-04-25,999,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113028&page=8&category=CREDIT
77,759,국제,2019학년도 하계계절학기 제주대학교 학점교류 안내,교무처 학사지원과(국제),2019-04-25,447,https://www.khu.ac.kr/kor/notice/detail.do?seq=2113023&page=8&category=CREDIT
78,758,국제,2019학년도 하계계절학기 한신대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-04-24,202,https://www.khu.ac.kr/kor/notice/detail.do?seq=2112973&page=8&category=CREDIT
79,757,국제,2019학년도 하계계절학기 한양대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2019-04-22,271,https://www.khu.ac.kr/kor/notice/detail.do?seq=2112791&page=8&category=CREDIT
80,756,서울,[서울대학교] 2019학년도 하계 계절수업 학점교류 안...,교무처 학사지원과(서울),2019-04-17,482,https://www.khu.ac.kr/kor/notice/detail.do?seq=2112538&page=9&category=CREDIT
81,755,서울,[고려대학교] 2019학년도 하계 계절수업 학점교류 안...,교무처 학사지원과(서울),2019-04-17,483,https://www.khu.ac.kr/kor/notice/detail.do?seq=2112533&page=9&category=CREDIT
82,754,국제,2019학년도 하계계절학기 서울대학교 학점교류 안내,교무처 학사지원과(국제),2019-04-16,287,https://www.khu.ac.kr/kor/notice/detail.do?seq=2112500&page=9&category=CREDIT
83,753,국제,2019학년도 하계계절학기 고려대학교 학점교류 안내,교무처 학사지원과(국제),2019-04-16,302,https://www.khu.ac.kr/kor/notice/detail.do?seq=2112495&page=9&category=CREDIT
84,752,국제,2019학년도 1학기 평택대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-02-18,255,https://www.khu.ac.kr/kor/notice/detail.do?seq=2110226&page=9&category=CREDIT
85,751,공통,2019학년도 1학기 상명대학교 학점교류 안내,교무처 학사지원과(서울),2019-02-15,301,https://www.khu.ac.kr/kor/notice/detail.do?seq=2110198&page=9&category=CREDIT
86,750,서울,2019학년도 1학기 경희대학교로의 학점교류생 학번부여...,교무처 학사지원과(서울),2019-02-14,611,https://www.khu.ac.kr/kor/notice/detail.do?seq=2110096&page=9&category=CREDIT
87,749,국제,2019학년도 1학기 타대학소속 학점교류생 학번부여 안...,교무처 학사지원과(국제),2019-02-14,472,https://www.khu.ac.kr/kor/notice/detail.do?seq=2110091&page=9&category=CREDIT
88,748,국제,2019학년도 1학기 수원대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-02-13,245,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109978&page=9&category=CREDIT
89,747,서울,2019학년도 1학기 건국대학교(서울) 학점교류 안내,교무처 학사지원과(서울),2019-02-12,425,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109953&page=9&category=CREDIT
90,746,국제,2019학년도 1학기 건국대학교(서울) 학점교류 안내,교무처 학사지원과(국제),2019-02-12,278,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109940&page=10&category=CREDIT
91,745,국제,2019학년도 1학기 안양대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-02-08,217,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109865&page=10&category=CREDIT
92,744,국제,2019학년도 1학기 성결대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-02-08,187,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109835&page=10&category=CREDIT
93,743,국제,2019학년도 1학기 대진대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-02-07,171,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109771&page=10&category=CREDIT
94,742,국제,2019학년도 1학기 한세대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-02-07,160,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109762&page=10&category=CREDIT
95,741,국제,2019학년도 1학기 협성대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-02-01,216,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109671&page=10&category=CREDIT
96,740,국제,2019학년도 1학기 아주대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-01-31,275,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109628&page=10&category=CREDIT
97,739,국제,2019학년도 1학기 경기대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-01-30,239,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109615&page=10&category=CREDIT
98,738,국제,2019학년도 1학기 숙명여자대학교 학점교류 안내,교무처 학사지원과(국제),2019-01-30,303,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109595&page=10&category=CREDIT
99,737,서울,2019학년도 1학기 숙명여자대학교 학점교류 안내,교무처 학사지원과(서울),2019-01-30,287,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109592&page=10&category=CREDIT
100,736,국제,2019학년도 1학기 인천대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-01-29,224,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109571&page=11&category=CREDIT
101,735,국제,2019학년도 1학기 서울시립대학교 학점교류 안내,교무처 학사지원과(국제),2019-01-21,372,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109375&page=11&category=CREDIT
102,734,서울,2019학년도 1학기 서울시립대학교 학점교류 안내,교무처 학사지원과(서울),2019-01-21,360,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109372&page=11&category=CREDIT
103,733,국제,2019학년도 1학기 가천대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-01-21,265,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109363&page=11&category=CREDIT
104,732,국제,2019학년도 1학기 국민대학교 학점교류 안내,교무처 학사지원과(국제),2019-01-21,265,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109340&page=11&category=CREDIT
105,731,서울,2019학년도 1학기 국민대학교 학점교류 안내,교무처 학사지원과(서울),2019-01-21,269,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109333&page=11&category=CREDIT
106,730,국제,2019학년도 1학기 한국항공대(경인지역) 학점교류 안...,교무처 학사지원과(국제),2019-01-17,202,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109301&page=11&category=CREDIT
107,729,국제,2019학년도 1학기 서울과학기술대학교 학점교류 안내,교무처 학사지원과(국제),2019-01-17,255,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109265&page=11&category=CREDIT
108,728,서울,2019학년도 1학기 서울과학기술대학교 학점교류 안내,교무처 학사지원과(서울),2019-01-16,288,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109252&page=11&category=CREDIT
109,727,국제,2019학년도 1학기 한양대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-01-15,340,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109213&page=11&category=CREDIT
110,726,국제,2019학년도 1학기 한국교원대학교 학점교류 안내,교무처 학사지원과(국제),2019-01-14,225,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109140&page=12&category=CREDIT
111,725,서울,2019학년도 1학기 한국교원대학교 학점교류 안내,교무처 학사지원과(서울),2019-01-14,294,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109124&page=12&category=CREDIT
112,724,국제,2019학년도 1학기 강남대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-01-11,220,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109087&page=12&category=CREDIT
113,723,국제,2019학년도 1학기 단국대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-01-10,309,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109038&page=12&category=CREDIT
114,722,국제,2019학년도 1학기 중앙대(경인지역) 학점교류 안내,교무처 학사지원과(국제),2019-01-10,289,https://www.khu.ac.kr/kor/notice/detail.do?seq=2109035&page=12&category=CREDIT
115,721,국제,2019학년도 1학기 동국대학교(서울캠) 학점교류 안내...,교무처 학사지원과(국제),2019-01-07,376,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108940&page=12&category=CREDIT
116,720,서울,2019학년도 1학기 동국대학교 학점교류 안내,교무처 학사지원과(서울),2019-01-07,460,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108922&page=12&category=CREDIT
117,719,서울,2019학년도 1학기 고려대학교 학점교류 안내,교무처 학사지원과(서울),2019-01-04,936,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108849&page=12&category=CREDIT
118,718,국제,2019학년도 1학기 고려대학교 학점교류 안내,교무처 학사지원과(국제),2019-01-04,464,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108845&page=12&category=CREDIT
119,717,국제,2019학년도 1학기 제주대학교 학점교류 안내,교무처 학사지원과(국제),2019-01-03,378,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108821&page=12&category=CREDIT
120,716,서울,2019학년도 1학기 제주대학교 학점교류 안내,교무처 학사지원과(서울),2019-01-03,409,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108800&page=13&category=CREDIT
121,715,국제,2019학년도 1학기 서울대학교 학점교류 안내 (※제출...,교무처 학사지원과(국제),2018-12-27,526,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108599&page=13&category=CREDIT
122,714,서울,2019학년도 1학기 서울대학교 학점교류 안내,교무처 학사지원과(서울),2018-12-27,641,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108593&page=13&category=CREDIT
123,713,국제,2018학년도 동계계절학기 을지대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-12-19,300,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108358&page=13&category=CREDIT
124,712,공통,동계 계절제수업 학점교류 학생 수강신청(로그인) 방법 ...,교무처 학사지원과(서울),2018-12-10,463,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108074&page=13&category=CREDIT
125,711,국제,2018학년도 동계계절학기 명지대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-12-06,400,https://www.khu.ac.kr/kor/notice/detail.do?seq=2108002&page=13&category=CREDIT
126,710,국제,2018학년도 동계계절학기 평택대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-11-30,402,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107760&page=13&category=CREDIT
127,709,국제,2018학년도 동계계절학기 단국대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-11-28,433,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107707&page=13&category=CREDIT
128,708,국제,2018학년도 동계계절학기 아주대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-11-28,400,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107681&page=13&category=CREDIT
129,707,국제,2018학년도 동계계절학기 인천대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-11-28,348,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107678&page=13&category=CREDIT
130,706,국제,2018학년도 동계계절학기 서울과학기술대학교 학점교류 ...,교무처 학사지원과(국제),2018-11-23,451,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107590&page=14&category=CREDIT
131,705,서울,2018 동계 계절학기 서울과학기술대학교 학점교류 안내,교무처 학사지원과(서울),2018-11-23,531,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107579&page=14&category=CREDIT
132,704,서울,2018 동계 계절수업 상명대학교 학점교류 시행 안내,교무처 학사지원과(서울),2018-11-21,567,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107520&page=14&category=CREDIT
133,703,국제,2018학년도 동계계절학기 상명대학교 학점교류 안내,교무처 학사지원과(국제),2018-11-20,331,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107451&page=14&category=CREDIT
134,702,국제,2018학년도 동계계절학기 대진대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-11-20,304,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107448&page=14&category=CREDIT
135,701,국제,2018학년도 동계계절학기 한세대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-11-14,319,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107231&page=14&category=CREDIT
136,700,국제,2018학년도 동계계절학기 안양대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-11-13,360,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107185&page=14&category=CREDIT
137,699,국제,2018학년도 동계계절학기 협성대(경인지역) 학점교류 ...,교무처 학사지원과(국제),2018-11-13,342,https://www.khu.ac.kr/kor/notice/detail.do?seq=2107165&page=14&category=CREDIT
